ID_Transacao,Data_Venda,ID_Cliente,Cidade_Cliente,Nome_Produto,Categoria_Produto,Metodo_Pagamento,Valor_Unitario,Quantidade,Valor_Total
T000524,2024-09-11,C0437,São Paulo,Webcam,Periféricos,Cartão de Débito,3826.09,4,15304.36
T000525,2023-11-01,C0322,Salvador,Smartphone,Telefonia,Pix,2487.14,3,7461.42
T000526,2024-11-18,C0856,Belo Horizonte,Monitor,Informática,Boleto,3277.92,5,16389.6
T000527,2023-09-08,C0235,Campinas,Fone Bluetooth,Acessórios,Pix,583.94,1,583.94
T000528,2024-11-14,C0174,Recife,Monitor,Informática,Boleto,1954.05,1,1954.05
T000529,2023-02-05,C0988,Salvador,Monitor,Informática,Pix,3523.51,3,10570.53
T000530,2023-11-28,C1135,Recife,Smartphone,Telefonia,Cartão de Débito,2800.62,4,11202.48
T000531,2024-10-26,C1099,Porto Alegre,Monitor,Informática,Pix,2211.71,4,8846.84
T000532,2024-09-05,C0468,Fortaleza,Teclado Mecânico,Periféricos,Pix,3442.27,2,6884.54
T000533,2023-11-11,C1186,Recife,Teclado Mecânico,Periféricos,Boleto,1298.78,3,3896.34
T000534,2024-01-23,C0112,Salvador,Carregador Portátil,Acessórios,Boleto,1416.0,1,1416.0
T000535,2024-06-22,C0752,Recife,Teclado Mecânico,Periféricos,Cartão de Débito,3694.83,5,18474.15
T000536,2023-02-02,C0725,Campinas,Teclado Mecânico,Periféricos,Cartão de Débito,1907.13,4,7628.52
T000537,2024-06-15,C0061,São Paulo,Smartphone,Telefonia,Boleto,2839.48,5,14197.4
T000538,2024-11-21,C0142,Belo Horizonte,Notebook,Informática,Boleto,3625.53,4,14502.12
T000539,2024-02-01,C0277,Rio de Janeiro,Tablet,Telefonia,Cartão de Crédito,1336.03,3,4008.09
T000540,2023-02-13,C0014,Campinas,Carregador Portátil,Acessórios,Pix,2628.55,2,5257.1
T000541,2023-05-01,C0599,Salvador,Mouse Gamer,Periféricos,Cartão de Débito,3234.36,1,3234.36
T000542,2023-04-09,C1083,Salvador,Webcam,Periféricos,Cartão de Crédito,1259.42,5,6297.1
T000543,2023-11-18,C0329,Belo Horizonte,Monitor,Informática,Boleto,4347.5,3,13042.5
T000544,2024-05-21,C0426,Curitiba,Mouse Gamer,Periféricos,Cartão de Débito,4411.09,2,8822.18
T000545,2023-11-08,C0110,Belo Horizonte,Webcam,Periféricos,Boleto,2889.83,4,11559.32
T000546,2023-02-15,C0953,Rio de Janeiro,Smartphone,Telefonia,Pix,1017.18,1,1017.18
T000547,2023-08-29,C0257,Brasília,Teclado Mecânico,Periféricos,Cartão de Crédito,2835.24,2,5670.48
T000548,2023-01-11,C0527,Rio de Janeiro,Tablet,Telefonia,Pix,4723.88,1,4723.88
T000549,2024-11-16,C0605,Curitiba,Monitor,Informática,Boleto,3188.6,2,6377.2
T000550,2023-06-17,C1143,Curitiba,Notebook,Informática,Cartão de Débito,3973.88,1,3973.88
T000551,2023-10-21,C0487,Brasília,Fone Bluetooth,Acessórios,Cartão de Crédito,210.8,1,210.8
T000552,2024-08-02,C0609,Brasília,Fone Bluetooth,Acessórios,Pix,2171.11,3,6513.33
T000553,2024-11-01,C0140,Salvador,Mouse Gamer,Periféricos,Pix,417.69,3,1253.07
T000554,2024-12-30,C0126,Campinas,Mouse Gamer,Periféricos,Pix,3581.24,3,10743.72
T000555,2023-09-11,C0983,Rio de Janeiro,Tablet,Telefonia,Cartão de Crédito,342.54,5,1712.7
T000556,2023-01-06,C0300,Campinas,Notebook,Informática,Cartão de Débito,1461.18,5,7305.9
T000557,2023-12-12,C0412,Rio de Janeiro,Tablet,Telefonia,Pix,616.73,5,3083.65
T000558,2023-02-20,C0541,Salvador,Cadeira Gamer,Móveis,Boleto,1181.87,3,3545.61
T000559,2023-02-11,C0804,Curitiba,Smartphone,Telefonia,Boleto,757.05,1,757.05
T000560,2023-01-02,C0907,São Paulo,Cadeira Gamer,Móveis,Cartão de Crédito,1592.63,5,7963.15
T000561,2024-04-20,C0901,Salvador,Webcam,Periféricos,Cartão de Débito,2868.98,5,14344.9
T000562,2024-04-01,C0471,Campinas,Monitor,Informática,Cartão de Crédito,4989.59,4,19958.36
T000563,2023-12-03,C0276,Campinas,Notebook,Informática,Cartão de Crédito,3251.25,2,6502.5
T000564,2024-09-16,C0961,Brasília,Tablet,Telefonia,Cartão de Crédito,4124.32,4,16497.28
T000565,2023-04-23,C0017,Brasília,Mouse Gamer,Periféricos,Boleto,425.22,3,1275.66
T000566,2024-01-06,C0457,Salvador,Smartphone,Telefonia,Boleto,1103.68,5,5518.4
T000567,2023-03-29,C0673,Brasília,Teclado Mecânico,Periféricos,Boleto,4663.24,2,9326.48
T000568,2024-12-31,C0891,Campinas,Notebook,Informática,Boleto,3958.45,1,3958.45
T000569,2023-01-27,C0917,Salvador,Tablet,Telefonia,Cartão de Débito,3154.6,4,12618.4
T000570,2024-11-19,C0236,Brasília,Smartphone,Telefonia,Cartão de Débito,1259.37,2,2518.74
T000571,2023-08-02,C0922,Recife,Monitor,Informática,Cartão de Débito,4832.85,3,14498.55
T000572,2023-12-14,C1195,Salvador,Carregador Portátil,Acessórios,Cartão de Crédito,4913.19,1,4913.19
T000573,2023-05-04,C0088,Curitiba,Webcam,Periféricos,Cartão de Débito,4979.13,2,9958.26
T000574,2024-05-01,C1040,São Paulo,Teclado Mecânico,Periféricos,Pix,1895.06,4,7580.24
T000575,2024-12-23,C0311,Salvador,Notebook,Informática,Cartão de Débito,2149.98,3,6449.94
T000576,2023-10-31,C0515,Recife,Mouse Gamer,Periféricos,Cartão de Débito,3354.62,4,13418.48
T000577,2024-07-03,C0865,Curitiba,Carregador Portátil,Acessórios,Cartão de Crédito,1267.84,3,3803.52
T000578,2024-01-05,C0608,Recife,Smartphone,Telefonia,Cartão de Crédito,948.95,2,1897.9
T000579,2024-02-05,C0181,Brasília,Fone Bluetooth,Acessórios,Boleto,689.65,1,689.65
T000580,2024-12-05,C0202,Recife,Cadeira Gamer,Móveis,Cartão de Débito,77.87,1,77.87
T000581,2024-01-07,C0509,Belo Horizonte,Smartphone,Telefonia,Cartão de Crédito,827.16,2,1654.32
T000582,2023-04-11,C0341,Campinas,Mouse Gamer,Periféricos,Cartão de Crédito,4452.74,2,8905.48
T000583,2024-09-26,C0731,Curitiba,Monitor,Informática,Cartão de Débito,1333.25,1,1333.25
T000584,2024-05-08,C0830,Rio de Janeiro,Fone Bluetooth,Acessórios,Boleto,4984.47,5,24922.35
T000585,2023-06-15,C0838,Recife,Smartphone,Telefonia,Cartão de Crédito,3849.23,3,11547.69
T000586,2023-03-14,C1144,Salvador,Tablet,Telefonia,Cartão de Débito,1238.4,4,4953.6
T000587,2023-10-07,C1148,Recife,Smartphone,Telefonia,Pix,3827.51,2,7655.02
T000588,2023-05-08,C1032,Rio de Janeiro,Tablet,Telefonia,Cartão de Débito,4018.05,1,4018.05
T000589,2023-12-29,C0862,Curitiba,Smartphone,Telefonia,Cartão de Débito,244.68,5,1223.4
T000590,2023-04-02,C0926,Campinas,Notebook,Informática,Pix,3013.4,1,3013.4
T000591,2023-08-25,C0209,São Paulo,Monitor,Informática,Boleto,4899.5,2,9799.0
T000592,2024-07-05,C0972,Porto Alegre,Smartphone,Telefonia,Cartão de Débito,3020.68,2,6041.36
T000593,2023-04-05,C0171,Brasília,Webcam,Periféricos,Boleto,4601.63,3,13804.89
T000594,2024-03-10,C0153,Rio de Janeiro,Teclado Mecânico,Periféricos,Cartão de Débito,2775.65,2,5551.3
T000595,2023-01-12,C0520,Porto Alegre,Fone Bluetooth,Acessórios,Pix,4660.73,1,4660.73
T000596,2024-06-15,C0174,Brasília,Cadeira Gamer,Móveis,Cartão de Crédito,2380.63,2,4761.26
T000597,2023-10-26,C0256,Porto Alegre,Notebook,Informática,Boleto,4592.64,5,22963.2
T000598,2024-10-15,C1080,Recife,Cadeira Gamer,Móveis,Cartão de Crédito,1713.58,4,6854.32
T000599,2023-07-28,C1127,Recife,Webcam,Periféricos,Boleto,2685.11,3,8055.33
T000600,2024-01-03,C1138,São Paulo,Cadeira Gamer,Móveis,Cartão de Crédito,3920.28,4,15681.12
T000601,2023-02-12,C0817,Salvador,Mouse Gamer,Periféricos,Boleto,2015.11,5,10075.55
T000602,2023-07-16,C0795,Fortaleza,Tablet,Telefonia,Cartão de Débito,3678.56,3,11035.68
T000603,2023-05-21,C0811,Fortaleza,Mouse Gamer,Periféricos,Cartão de Débito,999.05,1,999.05
T000604,2024-06-07,C0870,Curitiba,Teclado Mecânico,Periféricos,Pix,1940.99,3,5822.97
T000605,2024-08-09,C1042,Porto Alegre,Teclado Mecânico,Periféricos,Cartão de Crédito,3854.73,4,15418.92
T000606,2023-09-20,C0663,Campinas,Monitor,Informática,Cartão de Crédito,4545.67,5,22728.35
T000607,2024-03-18,C0864,Recife,Cadeira Gamer,Móveis,Cartão de Débito,2809.16,1,2809.16
T000608,2023-03-13,C0065,Fortaleza,Cadeira Gamer,Móveis,Pix,3419.7,4,13678.8
T000609,2024-04-25,C0762,Campinas,Fone Bluetooth,Acessórios,Cartão de Débito,2292.67,2,4585.34
T000610,2023-03-27,C0493,Salvador,Monitor,Informática,Cartão de Débito,1449.5,3,4348.5
T000611,2023-09-30,C0050,Curitiba,Smartphone,Telefonia,Cartão de Crédito,3259.21,5,16296.05
T000612,2024-05-03,C0890,Campinas,Teclado Mecânico,Periféricos,Cartão de Crédito,1832.27,3,5496.81
T000613,2023-08-14,C1038,Rio de Janeiro,Mouse Gamer,Periféricos,Pix,60.69,3,182.07
T000614,2024-08-22,C0720,Salvador,Smartphone,Telefonia,Pix,1622.3,1,1622.3
T000615,2023-10-29,C0607,Rio de Janeiro,Carregador Portátil,Acessórios,Cartão de Crédito,3145.19,4,12580.76
T000616,2023-02-28,C1086,Porto Alegre,Notebook,Informática,Boleto,792.07,5,3960.35
T000617,2023-06-18,C0414,Belo Horizonte,Fone Bluetooth,Acessórios,Cartão de Crédito,2832.83,5,14164.15
T000618,2023-09-16,C0978,Campinas,Teclado Mecânico,Periféricos,Pix,1905.24,3,5715.72
T000619,2024-10-29,C0244,Brasília,Teclado Mecânico,Periféricos,Cartão de Crédito,1562.49,4,6249.96
T000620,2023-10-31,C0856,Fortaleza,Webcam,Periféricos,Pix,4132.96,3,12398.88
T000621,2024-01-01,C0118,Curitiba,Smartphone,Telefonia,Boleto,4430.67,5,22153.35
T000622,2023-11-05,C0546,Belo Horizonte,Fone Bluetooth,Acessórios,Cartão de Crédito,2682.97,4,10731.88
T000623,2024-05-23,C0049,Campinas,Smartphone,Telefonia,Pix,2314.58,2,4629.16
T000624,2024-11-09,C0951,Curitiba,Teclado Mecânico,Periféricos,Cartão de Crédito,773.67,2,1547.34
T000625,2024-04-18,C0373,Curitiba,Cadeira Gamer,Móveis,Pix,455.85,4,1823.4
T000626,2024-04-19,C0239,Curitiba,Teclado Mecânico,Periféricos,Pix,1724.59,3,5173.77
T000627,2023-10-11,C0590,Fortaleza,Monitor,Informática,Cartão de Débito,563.92,3,1691.76
T000628,2024-11-09,C0569,São Paulo,Mouse Gamer,Periféricos,Cartão de Crédito,1351.96,1,1351.96
T000629,2023-12-08,C0832,São Paulo,Fone Bluetooth,Acessórios,Cartão de Débito,3426.83,4,13707.32
T000630,2023-11-15,C0277,Belo Horizonte,Webcam,Periféricos,Cartão de Crédito,1487.67,4,5950.68
T000631,2024-10-28,C0801,Porto Alegre,Monitor,Informática,Cartão de Crédito,2767.76,5,13838.8
T000632,2024-02-26,C0961,Campinas,Monitor,Informática,Cartão de Crédito,2599.39,5,12996.95
T000633,2024-12-19,C0745,Salvador,Mouse Gamer,Periféricos,Boleto,751.79,3,2255.37
T000634,2023-06-07,C0238,Porto Alegre,Cadeira Gamer,Móveis,Pix,3588.54,4,14354.16
T000635,2024-01-01,C0286,Recife,Cadeira Gamer,Móveis,Pix,2737.44,4,10949.76
T000636,2023-01-09,C0911,São Paulo,Mouse Gamer,Periféricos,Cartão de Débito,1032.04,1,1032.04
T000637,2024-11-21,C1005,Recife,Smartphone,Telefonia,Boleto,2400.71,1,2400.71
T000638,2024-04-11,C0792,Recife,Carregador Portátil,Acessórios,Cartão de Crédito,2048.46,2,4096.92
T000639,2023-07-05,C0914,Salvador,Carregador Portátil,Acessórios,Boleto,1959.05,3,5877.15
T000640,2023-09-18,C0626,São Paulo,Monitor,Informática,Cartão de Débito,2124.76,4,8499.04
T000641,2023-08-05,C1034,Campinas,Monitor,Informática,Cartão de Débito,1694.9,3,5084.7
T000642,2023-06-01,C0324,Fortaleza,Tablet,Telefonia,Cartão de Crédito,3579.84,3,10739.52
T000643,2023-12-15,C0561,São Paulo,Cadeira Gamer,Móveis,Pix,4544.65,2,9089.3
T000644,2024-02-24,C0961,Brasília,Carregador Portátil,Acessórios,Pix,3823.94,4,15295.76
T000645,2024-07-02,C0239,Belo Horizonte,Smartphone,Telefonia,Cartão de Crédito,4141.51,3,12424.53
T000646,2023-04-02,C0385,Curitiba,Notebook,Informática,Pix,4974.06,3,14922.18
T000647,2024-12-01,C1134,Porto Alegre,Monitor,Informática,Cartão de Crédito,2685.64,4,10742.56
T000648,2023-03-21,C0265,Brasília,Carregador Portátil,Acessórios,Cartão de Débito,4906.18,1,4906.18
T000649,2023-02-09,C0321,Porto Alegre,Cadeira Gamer,Móveis,Boleto,1125.5,3,3376.5
T000650,2023-11-19,C1130,Porto Alegre,Monitor,Informática,Cartão de Débito,3961.06,4,15844.24
T000651,2023-05-20,C0003,Belo Horizonte,Teclado Mecânico,Periféricos,Pix,729.86,2,1459.72
T000652,2024-07-09,C0403,Fortaleza,Webcam,Periféricos,Cartão de Débito,4707.74,4,18830.96
T000653,2023-06-04,C0974,Rio de Janeiro,Fone Bluetooth,Acessórios,Cartão de Débito,3237.95,1,3237.95
T000654,2023-02-22,C0980,Rio de Janeiro,Notebook,Informática,Cartão de Débito,4550.05,2,9100.1
T000655,2023-12-18,C1028,Brasília,Teclado Mecânico,Periféricos,Cartão de Débito,4445.9,4,17783.6
T000656,2024-06-25,C0897,Recife,Cadeira Gamer,Móveis,Cartão de Crédito,1221.85,5,6109.25
T000657,2024-09-08,C0546,Campinas,Carregador Portátil,Acessórios,Cartão de Débito,4851.2,4,19404.8
T000658,2023-11-15,C0975,Rio de Janeiro,Cadeira Gamer,Móveis,Cartão de Débito,4087.34,4,16349.36
T000659,2024-03-27,C1051,Belo Horizonte,Cadeira Gamer,Móveis,Boleto,2300.44,5,11502.2
T000660,2023-05-18,C0197,São Paulo,Teclado Mecânico,Periféricos,Cartão de Débito,1150.31,2,2300.62
T000661,2023-03-31,C0171,Salvador,Cadeira Gamer,Móveis,Cartão de Crédito,1732.57,1,1732.57
T000662,2024-02-29,C1073,Belo Horizonte,Teclado Mecânico,Periféricos,Cartão de Crédito,3018.77,4,12075.08
T000663,2023-11-23,C0401,Brasília,Teclado Mecânico,Periféricos,Boleto,2299.26,4,9197.04
T000664,2023-04-12,C1109,Recife,Carregador Portátil,Acessórios,Cartão de Débito,597.24,3,1791.72
T000665,2023-02-16,C0414,Fortaleza,Tablet,Telefonia,Cartão de Crédito,1891.96,3,5675.88
T000666,2023-06-30,C0027,Brasília,Tablet,Telefonia,Cartão de Débito,1643.6,3,4930.8
T000667,2023-11-19,C0015,Belo Horizonte,Mouse Gamer,Periféricos,Pix,886.5,1,886.5
T000668,2023-04-12,C0096,Recife,Cadeira Gamer,Móveis,Pix,3135.06,1,3135.06
T000669,2023-09-02,C0618,Porto Alegre,Monitor,Informática,Pix,3605.1,4,14420.4
T000670,2024-05-01,C0961,Rio de Janeiro,Notebook,Informática,Pix,3070.11,5,15350.55
T000671,2024-03-24,C0651,São Paulo,Tablet,Telefonia,Cartão de Crédito,1604.08,1,1604.08
T000672,2024-09-20,C0982,Brasília,Cadeira Gamer,Móveis,Boleto,2144.73,3,6434.19
T000673,2023-04-10,C0388,Fortaleza,Mouse Gamer,Periféricos,Pix,2806.1,4,11224.4
T000674,2023-03-15,C0486,Curitiba,Monitor,Informática,Cartão de Crédito,4107.5,4,16430.0
T000675,2024-07-19,C0963,Porto Alegre,Webcam,Periféricos,Boleto,2667.99,1,2667.99
T000676,2024-11-22,C0766,Campinas,Tablet,Telefonia,Cartão de Crédito,3237.22,2,6474.44
T000677,2023-10-22,C0624,Fortaleza,Monitor,Informática,Cartão de Débito,1839.8,4,7359.2
T000678,2024-06-07,C0485,Brasília,Monitor,Informática,Cartão de Crédito,3552.52,3,10657.56
T000679,2023-04-18,C0975,Curitiba,Cadeira Gamer,Móveis,Boleto,4127.91,1,4127.91
T000680,2023-08-19,C0632,Fortaleza,Carregador Portátil,Acessórios,Cartão de Débito,3117.65,3,9352.95
T000681,2023-04-09,C1198,Curitiba,Tablet,Telefonia,Cartão de Crédito,3012.87,4,12051.48
T000682,2023-07-21,C0013,Salvador,Webcam,Periféricos,Cartão de Crédito,4595.12,5,22975.6
T000683,2023-05-17,C1157,Salvador,Monitor,Informática,Pix,347.66,5,1738.3
T000684,2023-10-28,C1028,Fortaleza,Fone Bluetooth,Acessórios,Cartão de Crédito,785.84,3,2357.52
T000685,2023-07-05,C0698,Campinas,Tablet,Telefonia,Pix,774.81,5,3874.05
T000686,2024-08-16,C1150,Salvador,Webcam,Periféricos,Boleto,773.82,2,1547.64
T000687,2024-06-14,C0882,Porto Alegre,Fone Bluetooth,Acessórios,Cartão de Crédito,1755.4,4,7021.6
T000688,2024-12-14,C0882,Rio de Janeiro,Webcam,Periféricos,Cartão de Débito,523.26,1,523.26
T000689,2023-03-22,C0156,Recife,Cadeira Gamer,Móveis,Boleto,3050.58,2,6101.16
T000690,2023-06-19,C0062,Salvador,Fone Bluetooth,Acessórios,Cartão de Crédito,1677.01,1,1677.01
T000691,2023-11-20,C0900,Fortaleza,Monitor,Informática,Boleto,4921.42,4,19685.68
T000692,2024-11-12,C0531,Belo Horizonte,Monitor,Informática,Cartão de Débito,3561.1,4,14244.4
T000693,2024-12-10,C0621,Salvador,Carregador Portátil,Acessórios,Boleto,3406.78,3,10220.34
T000694,2023-07-25,C0116,Belo Horizonte,Monitor,Informática,Pix,1869.67,5,9348.35
T000695,2024-02-06,C0436,Rio de Janeiro,Smartphone,Telefonia,Cartão de Débito,99.54,4,398.16
T000696,2023-05-04,C0411,Brasília,Monitor,Informática,Boleto,4252.09,4,17008.36
T000697,2023-02-16,C0703,Rio de Janeiro,Notebook,Informática,Pix,4595.14,4,18380.56
T000698,2024-10-20,C0527,Fortaleza,Smartphone,Telefonia,Cartão de Crédito,1812.94,5,9064.7
T000699,2024-01-27,C0843,Curitiba,Carregador Portátil,Acessórios,Pix,3976.86,5,19884.3
T000700,2024-12-05,C0175,São Paulo,Fone Bluetooth,Acessórios,Pix,4459.34,2,8918.68
T000701,2023-10-20,C0609,Recife,Teclado Mecânico,Periféricos,Pix,3560.36,3,10681.08
T000702,2024-08-29,C0995,Salvador,Carregador Portátil,Acessórios,Boleto,2153.44,4,8613.76
T000703,2023-02-25,C0632,São Paulo,Carregador Portátil,Acessórios,Boleto,2652.33,5,13261.65
T000704,2023-02-24,C0284,Porto Alegre,Carregador Portátil,Acessórios,Pix,869.0,3,2607.0
T000705,2024-10-04,C0025,Belo Horizonte,Monitor,Informática,Pix,200.69,5,1003.45
T000706,2023-10-02,C0661,Belo Horizonte,Carregador Portátil,Acessórios,Pix,343.62,3,1030.86
T000707,2024-10-21,C0483,Campinas,Webcam,Periféricos,Pix,4990.9,4,19963.6
T000708,2024-11-30,C0456,Fortaleza,Smartphone,Telefonia,Cartão de Débito,1156.15,2,2312.3
T000709,2023-10-28,C0155,Rio de Janeiro,Teclado Mecânico,Periféricos,Cartão de Crédito,4278.26,1,4278.26
T000710,2023-12-11,C1052,Rio de Janeiro,Monitor,Informática,Boleto,3492.17,4,13968.68
T000711,2024-04-12,C0844,Curitiba,Smartphone,Telefonia,Cartão de Débito,3104.59,4,12418.36
T000712,2023-10-18,C0728,Curitiba,Webcam,Periféricos,Cartão de Crédito,2653.04,3,7959.12
T000713,2023-02-10,C0751,São Paulo,Notebook,Informática,Pix,677.11,2,1354.22
T000714,2024-10-09,C0804,Porto Alegre,Fone Bluetooth,Acessórios,Boleto,2010.69,3,6032.07
T000715,2023-01-27,C0995,Salvador,Mouse Gamer,Periféricos,Cartão de Crédito,1590.54,2,3181.08
T000716,2023-07-17,C0957,Rio de Janeiro,Notebook,Informática,Cartão de Crédito,518.97,1,518.97
T000717,2024-05-30,C1098,Belo Horizonte,Mouse Gamer,Periféricos,Cartão de Débito,3984.72,5,19923.6
T000718,2023-12-28,C0041,Porto Alegre,Mouse Gamer,Periféricos,Boleto,606.35,1,606.35
T000719,2024-07-11,C0813,Porto Alegre,Carregador Portátil,Acessórios,Cartão de Débito,3394.46,3,10183.38
T000720,2023-09-06,C0929,Fortaleza,Webcam,Periféricos,Cartão de Crédito,3030.65,4,12122.6
T000721,2023-09-26,C0271,Porto Alegre,Cadeira Gamer,Móveis,Boleto,890.33,3,2670.99
T000722,2024-02-05,C1006,Rio de Janeiro,Teclado Mecânico,Periféricos,Pix,2899.0,4,11596.0
T000723,2023-12-29,C0720,Curitiba,Carregador Portátil,Acessórios,Pix,304.95,3,914.85
T000724,2024-09-10,C0882,Porto Alegre,Notebook,Informática,Cartão de Débito,589.57,4,2358.28
T000725,2023-02-05,C0976,Brasília,Notebook,Informática,Cartão de Débito,402.02,1,402.02
T000726,2024-11-09,C1055,São Paulo,Tablet,Telefonia,Boleto,817.34,3,2452.02
T000727,2023-10-11,C0653,Recife,Webcam,Periféricos,Pix,2215.78,2,4431.56
T000728,2024-05-16,C0953,São Paulo,Fone Bluetooth,Acessórios,Boleto,4783.1,4,19132.4
T000729,2023-10-13,C0169,Recife,Mouse Gamer,Periféricos,Boleto,3398.87,5,16994.35
T000730,2023-07-04,C0507,Belo Horizonte,Tablet,Telefonia,Boleto,1884.46,2,3768.92
T000731,2024-12-19,C0681,Rio de Janeiro,Teclado Mecânico,Periféricos,Pix,3897.91,1,3897.91
T000732,2024-11-05,C0362,Curitiba,Monitor,Informática,Pix,2977.04,4,11908.16
T000733,2023-08-07,C1147,Salvador,Monitor,Informática,Cartão de Débito,3295.94,4,13183.76
T000734,2024-08-30,C0553,Porto Alegre,Smartphone,Telefonia,Pix,1504.49,4,6017.96
T000735,2024-06-09,C0880,Porto Alegre,Mouse Gamer,Periféricos,Boleto,3906.16,3,11718.48
T000736,2024-10-08,C0784,Belo Horizonte,Carregador Portátil,Acessórios,Cartão de Crédito,253.39,2,506.78
T000737,2024-10-24,C0278,Belo Horizonte,Notebook,Informática,Cartão de Débito,1862.32,2,3724.64
T000738,2023-05-08,C0847,Recife,Webcam,Periféricos,Cartão de Crédito,3173.78,1,3173.78
T000739,2023-02-24,C0289,São Paulo,Carregador Portátil,Acessórios,Cartão de Débito,1045.93,5,5229.65
T000740,2024-08-14,C0315,Belo Horizonte,Webcam,Periféricos,Cartão de Débito,4589.17,3,13767.51
T000741,2024-08-09,C0302,Curitiba,Fone Bluetooth,Acessórios,Cartão de Débito,3104.21,2,6208.42
T000742,2023-05-24,C0234,Rio de Janeiro,Notebook,Informática,Cartão de Crédito,3643.32,3,10929.96
T000743,2024-06-07,C0621,Salvador,Mouse Gamer,Periféricos,Boleto,3159.8,3,9479.4
T000744,2023-11-18,C0142,Porto Alegre,Monitor,Informática,Cartão de Débito,3660.05,4,14640.2
T000745,2024-08-22,C0833,São Paulo,Smartphone,Telefonia,Cartão de Crédito,1022.31,5,5111.55
T000746,2024-07-07,C0890,Belo Horizonte,Tablet,Telefonia,Boleto,4769.87,1,4769.87
T000747,2024-03-17,C0738,Recife,Mouse Gamer,Periféricos,Boleto,4837.37,5,24186.85
T000748,2023-11-16,C0454,Campinas,Tablet,Telefonia,Cartão de Crédito,563.57,4,2254.28
T000749,2023-01-30,C1199,Rio de Janeiro,Notebook,Informática,Pix,2997.15,5,14985.75
T000750,2023-05-14,C0300,Curitiba,Mouse Gamer,Periféricos,Boleto,4934.18,3,14802.54
T000751,2024-01-23,C0785,Curitiba,Tablet,Telefonia,Pix,54.24,3,162.72
T000752,2023-01-06,C0774,Fortaleza,Teclado Mecânico,Periféricos,Pix,2466.13,5,12330.65
T000753,2023-12-04,C0774,Campinas,Webcam,Periféricos,Pix,1011.01,1,1011.01
T000754,2024-10-04,C0673,Porto Alegre,Tablet,Telefonia,Cartão de Débito,4591.29,1,4591.29
T000755,2023-01-23,C1025,Belo Horizonte,Fone Bluetooth,Acessórios,Cartão de Crédito,3622.05,2,7244.1
T000756,2024-09-08,C1017,Campinas,Tablet,Telefonia,Cartão de Débito,4781.15,3,14343.45
T000757,2024-06-08,C0372,Curitiba,Cadeira Gamer,Móveis,Cartão de Débito,3438.57,1,3438.57
T000758,2023-05-21,C0131,Campinas,Monitor,Informática,Pix,66.36,5,331.8
T000759,2023-08-26,C0132,Campinas,Mouse Gamer,Periféricos,Boleto,2243.76,5,11218.8
T000760,2024-02-13,C0429,Curitiba,Carregador Portátil,Acessórios,Boleto,3551.77,3,10655.31
T000761,2023-04-28,C0239,Recife,Smartphone,Telefonia,Pix,1831.26,4,7325.04
T000762,2023-04-25,C0394,Salvador,Monitor,Informática,Boleto,447.97,4,1791.88
T000763,2023-01-31,C0456,Campinas,Teclado Mecânico,Periféricos,Cartão de Débito,2425.42,1,2425.42
T000764,2024-09-28,C0141,Curitiba,Carregador Portátil,Acessórios,Pix,269.89,4,1079.56
T000765,2024-03-04,C0386,Brasília,Tablet,Telefonia,Cartão de Crédito,2588.71,1,2588.71
T000766,2024-10-31,C1185,Belo Horizonte,Mouse Gamer,Periféricos,Cartão de Crédito,3235.99,5,16179.95
T000767,2023-08-07,C0646,Campinas,Carregador Portátil,Acessórios,Boleto,1232.85,5,6164.25
T000768,2023-01-13,C0742,Recife,Carregador Portátil,Acessórios,Pix,4267.87,1,4267.87
T000769,2023-05-01,C0562,Porto Alegre,Teclado Mecânico,Periféricos,Cartão de Débito,375.58,2,751.16
T000770,2023-06-15,C0394,Campinas,Smartphone,Telefonia,Boleto,3321.94,1,3321.94
T000771,2024-01-18,C0314,Porto Alegre,Tablet,Telefonia,Cartão de Crédito,982.6,5,4913.0
T000772,2023-05-19,C0691,Salvador,Tablet,Telefonia,Cartão de Crédito,2156.11,1,2156.11
T000773,2023-10-19,C1053,Curitiba,Notebook,Informática,Cartão de Crédito,2209.2,4,8836.8
T000774,2024-06-24,C0546,Campinas,Smartphone,Telefonia,Pix,2469.53,2,4939.06
T000775,2023-09-06,C0748,Brasília,Smartphone,Telefonia,Pix,2285.0,1,2285.0
T000776,2024-06-13,C0578,Campinas,Fone Bluetooth,Acessórios,Cartão de Crédito,2903.96,2,5807.92
T000777,2023-03-21,C0146,Rio de Janeiro,Cadeira Gamer,Móveis,Cartão de Crédito,3156.44,5,15782.2
T000778,2023-12-27,C0848,Rio de Janeiro,Carregador Portátil,Acessórios,Pix,4607.24,2,9214.48
T000779,2023-09-30,C0265,São Paulo,Cadeira Gamer,Móveis,Cartão de Crédito,3255.45,5,16277.25
T000780,2023-01-03,C0940,Curitiba,Monitor,Informática,Cartão de Débito,3758.46,5,18792.3
T000781,2024-03-10,C0419,Porto Alegre,Teclado Mecânico,Periféricos,Pix,4531.04,2,9062.08
T000782,2023-06-07,C0266,Fortaleza,Fone Bluetooth,Acessórios,Boleto,2323.94,2,4647.88
T000783,2024-07-27,C0200,Curitiba,Notebook,Informática,Cartão de Crédito,2038.59,2,4077.18
T000784,2024-07-25,C0329,Salvador,Tablet,Telefonia,Pix,3327.02,3,9981.06
T000785,2024-07-08,C1096,Recife,Monitor,Informática,Pix,3961.44,1,3961.44
